"abn","geo-address","Health Board","hospital-name","hospital-type","phone-num-switch","related-hospital-expanded","related-hosp-peer-group","related-logo","related-job-lead","remoteness","state","stripe-ID","Creation Date","Modified Date","Slug","Creator","unique id"
"","","","Genea Northwest","Private","","1693732746029x334934043622711040","1676964822585x149847227192989600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908438x591454874153831700"
"","","","Repromed Day Surgery","Private","","1693732744965x946135057194004400","1676964822585x149847227192989600","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908439x233265238480902850"
"","55 Anzac Hwy, Ashford SA 5035","","Ashford Community Hospital","Private","","1693732745117x159394546456461900","1676964822585x839576983275709800","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908439x609156294486212700"
"123123213","109 Albert St, East Melbourne VIC 3002, Australia","","Epworth Freemasons","Private","","1693732745265x317145105945275460","1676964822585x839576983275709800","","louisjsisk+b7324@gmail.com","","VIC","","Feb 21, 2023 6:35 pm","Oct 16, 2023 9:18 am","","(App admin)","1676964908439x708834589435564300"
"","181/183 Wattletree Rd, Malvern VIC 3144","","Cabrini Hospital - Malvern","Private","","1693732745417x118174172407074400","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908439x801824053543939000"
"","89 Strangways Terrace, North Adelaide SA 5006","","Calvary Wakefield Hospital","Private","","1693732745573x243471247835946900","1676964822585x839576983275709800","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908439x975608788177239000"
"","21 Spendelove Ave, Southport QLD 4215","","Allamanda Private Hospital","Private","","1693732745721x959213860651593100","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908439x989178221363791600"
"2389472938","89 Bridge Rd, Richmond VIC 3121, Australia","","Epworth Richmond","Private","0272827382","1693732744668x424910630453020800","1676964822585x839576983275709800","","louisjsisk+epworth1@gmail.com","","VIC","cus_NmU9Cw2UEkTSIt","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908440x509365893352393200"
"","Newdegate St, Greenslopes QLD 4120","","Greenslopes Private Hospital","Private","","1693732744818x285811801650421860","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908440x944643709240741600"
"","275 Moreland Rd, Coburg VIC 3058","","John Fawkner Private Hospital","Private","","1693732744307x720585725059511200","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908441x136204220688584740"
"","627 Rode Rd, Chermside QLD 4032","","Holy Spirit Northside Private Hospital","Private","","1693732744474x604625475727250400","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908441x700172045817696400"
"","262 Mountain Hwy, Wantirna VIC 3152","","Knox Private Hospital","Private","","1693732743709x881150826151816600","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908442x160921795917842850"
"","301 Vulture St, South Brisbane QLD 4101","","Mater Private Hospital","Private","","1693732743865x248172393468673920","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908442x371771680097777300"
"","42 Inland Dr, Tugun QLD 4224","","John Flynn Private Hospital","Private","","1693732744010x581827161481926100","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908442x381710164408496400"
"","Cnr Grant Blvd &, Shenton Ave, Joondalup WA 6027","","Joondalup Health Campus - Private","Private","","1693732744153x714214220053794200","1676964822585x839576983275709800","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908442x585246186112430100"
"","11 Norbrik Dr, Bella Vista NSW 2153","","Norwest Private Hospital","Private","","1693732743105x969246756541006000","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908443x315805499590171600"
"","111 Goodchap St, Noosaville QLD 4566","","Noosa Hospital","Private","","1693732743249x610023638010262400","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908443x522050971040446400"
"","Allchurch Ave, Benowa QLD 4217","","Pindara Private Hospital","Private","","1693732743395x853852587782632600","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908443x640315349487300200"
"","457 Wickham Terrace, Spring Hill QLD 4000","","St Andrew's War Memorial Hospital","Private","","1693732743550x698256474672551700","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908443x949845671701910100"
"","","","The Valley Private Hospital","Private","","1693732742509x149548221497225920","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908445x246096410725757730"
"","Barry Marshall Parade, Murdoch WA 6150","","St John of God Hospital Murdoch","Private","","1693732742657x286198311045304350","1676964822585x839576983275709800","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908445x602007707858227700"
"","451 Coronation Dr, Auchenflower QLD 4066","","The Wesley Hospital","Private","","1693732742812x816342711268981100","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908445x673391628842064800"
"","185 Fox Valley Rd, Wahroonga NSW 2076","","Sydney Adventist Hospital","Private","","1693732742960x792260264670915300","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908445x956058678844215300"
"","1 Flinders Dr, Bedford Park SA 5042","","Flinders Private Hospital","Private","","1693732741768x105407922148474500","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908446x142527012293240940"
"","89 Strangways Terrace, North Adelaide SA 5006","","Calvary North Adelaide Hospital","Private","","1693732741913x413607647502497900","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908446x272005579308336480"
"","21 Vidler Ave, Woy Woy NSW 2256","","Brisbane Waters Private Hospital","Private","","1693732742061x347484628116319740","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908446x489014378899882430"
"","173 Strickland Cres, Deakin ACT 2600","","Calvary John James Hospital","Private","","1693732742214x346076028968547140","1676964822585x278007903903493500","","","","ACT","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908446x553550677689506050"
"","1 Arnold St, Box Hill VIC 3128","","Epworth Eastern Hospital","Private","","1693732742365x904431771943137100","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908446x813063219089733600"
"","North Gosford Private Hospital Burrabil Ave Gosford N NSW Australia 2250, Burrabil Ave, North Gosford NSW 2250","","Gosford Private Hospital","Private","","1693732741615x457427525638560500","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908447x791691556551699000"
"","3 Sydney St, Gateshead NSW 2290","","Lake Macquarie Private Hospital","Private","","1693732741109x185798466789288030","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908567x545206022345284160"
"","246 Clayton Rd, Clayton VIC 3168","","Jessie Mcpherson Private Hospital","Private","","1693732741259x869366950431270000","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908567x935938559501890300"
"","115 Monash Ave, Nedlands WA 6009","","Hollywood Private Hospital","Private","","1693732741409x953216939320837900","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908567x991396867156231000"
"","5 Hospital Rd, Garran ACT 2605","","National Capital Private Hospital","Private","","1693732740362x615125547208082800","1676964822585x278007903903493500","","","","ACT","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908568x431847988037076500"
"","1F Royal Parade, Parkville VIC 3052","","Melbourne Private Hospital","Private","","1693732740513x251147581271679000","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908568x682047591453893700"
"","3 Technology Pl, Macquarie University NSW 2109","","Macquarie University Hospital","Private","","1693732740665x427209485809374500","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908568x774715737601150000"
"","","","Memorial Hospital","Private","","1693732740817x934391021910964600","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908568x804322008984557700"
"","150 Mounts Bay Rd, Perth WA 6000","","Mount Hospital","Private","","1693732740966x931312429498470900","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908568x874490985428925300"
"","3 Westbourne St, St Leonards NSW 2065","","North Shore Private Hospital","Private","","1693732740009x981320199026087800","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908569x513913647029035500"
"","14 Lookout Rd, New Lambton Heights NSW 2305","","Newcastle Private Hospital","Private","","1693732740200x874260907262655700","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:19 pm","","(App admin)","1676964908569x798714099997458200"
"","525 McClelland Dr, Langwarrin VIC 3910","","Peninsula Private Hospital","Private","","1693732739717x967304402381329800","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908570x328701568275972860"
"","Level 7, Suite 27/149 Barker St, Randwick NSW 2031","","Prince of Wales Private Hospital","Private","","1693732739861x913398508897460700","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908570x368545300379633300"
"","80 Myers St, Geelong VIC 3220","","St John of God Geelong Hospital","Private","","1693732738973x218560315372525950","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908571x371356936144803460"
"","1 South St, Kogarah NSW 2217","","St George Private Hospital","Private","","1693732739123x227614310063655600","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908571x409805269316887000"
"","12 Salvado Rd, Subiaco WA 6008","","St John of God Hospital Subiaco","Private","","1693732739269x271189482510797220","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908571x493841086320610600"
"","59 Victoria Parade, Fitzroy VIC 3065","","St Vincent's Private Hospital Fitzroy","Private","","1693732739419x623981937034658800","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908571x845770833069979100"
"","350 South Tce, Adelaide SA 5000","","St Andrew's Hospital","Private","","1693732739569x226494323732610460","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908571x953257798430996500"
"","406 Victoria St, Darlinghurst NSW 2010","","St Vincent's Private Hospital Sydney","Private","","1693732738508x968170621105425000","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908572x561778802993774460"
"","3 Everton Rd, Strathfield NSW 2135","","Strathfield Private Hospital","Private","","1693732738682x599219571366710300","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908572x610617016917996900"
"","","","The Mater","Private","","1693732738829x470665832236624400","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908572x799437984427922300"
"","3 Doherty St, Birtinya QLD 4575","","The Sunshine Coast Private Hospital","Private","","1693732738317x871693141829118300","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908573x617895992159664100"
"","216 Burgundy St, Heidelberg VIC 3084","","Warringal Private Hospital","Private","","1693732737575x785160668873194000","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908574x200602708647264160"
"","12 Mons Rd, Westmead NSW 2145","","Westmead Private Hospital","Private","","1693732737729x663171553774260200","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908574x250563851238390080"
"","243 New St, Brighton VIC 3186","","Cabrini Brighton","Private","","1693732737873x383482753187790000","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908574x405617802056797760"
"","259 Wickham Terrace, Brisbane City QLD 4000","","Brisbane Private Hospital","Private","","1693732738021x498965447988252350","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908574x784976533658587900"
"","925 Nepean Hwy, Mornington VIC 3931","","Beleura Private Hospital","Private","","1693732738173x443650261043419650","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908574x846034964509782400"
"","30 Mary Potter Cct, Bruce ACT 2617","","Calvary Private Hospital ACT","Private","","1693732737129x582326276666605600","1676964822585x347048757378232160","","","","ACT","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908575x381411316078801700"
"","1 Suttor Pl, Figtree NSW 2525","","Figtree Private Hospital","Private","","1693732737277x375807230654468000","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908575x695567757192989700"
"","42 Parkside Cres, Campbelltown NSW 2560","","Campbelltown Private Hospital","Private","","1693732737421x111248794078342200","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908575x961378328702932700"
"","80 Myers St, Geelong VIC 3220","","Geelong Private Hospital","Private","","1693732736977x366086740344383040","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908576x539101055736749700"
"","86 Kareena Rd, Caringbah NSW 2229","","Kareena Private Hospital","Private","","1693732736241x206292806995291840","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908577x210266769116846940"
"","20 Mawson St, Shortland NSW 2307","","Hunter Valley Private Hospital","Private","","1693732736385x494965403186000700","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908577x360476845842191400"
"","23 Merewether St, Merewether NSW 2291","","Lingard Private Hospital","Private","","1693732736535x928418551496406000","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908577x479677924566473700"
"","175 Chisholm Rd, East Maitland NSW 2323","","Maitland Private Hospital","Private","","1693732736681x239741480407183800","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908577x794620939116157400"
"","53 Arnisdale Rd, Duncraig WA 6023","","Glengarry Private Hospital","Private","","1693732736830x572208442984870850","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908577x913956320511747300"
"","137 Flockton St, Everton Park QLD 4053","","North West Brisbane Private Hospital","Private","","1693732735531x167939812755593340","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908578x223032126552816580"
"","","","Northpark Private Hospital","Private","","1693732735645x759249710641134000","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908578x319755976047647600"
"","Weippin St, Cleveland QLD 4163","","Mater Private Hospital Redland","Private","","1693732735793x412026238728158000","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908578x590503689688405200"
"","27 Doncaster E Rd, Mitcham VIC 3132","","Mitcham Private Hospital","Private","","1693732735946x382613139011974300","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908578x800573982092290200"
"","1-9 Barber Ave, Kingswood NSW 2747","","Nepean Private Hospital","Private","","1693732736098x587758387966984600","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908578x879561034474262400"
"","Cnr Princes Hwy &, Heatherton Rd, Noble Park VIC 3174","","South Eastern Private Hospital","Private","","1693732735049x262552400352404670","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908723x584029604568240800"
"","12 Roderick St, Ipswich QLD 4305","","St Andrew's - Ipswich Private Hospital","Private","","1693732735197x541999405195980860","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908723x753673325747703000"
"","159 Grey St, East Melbourne VIC 3002","","St Vincent's Private Hospital East Melbourne","Private","","1693732734593x811321663626267000","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908724x573415480815531840"
"","75 Kangan Dr, Berwick VIC 3806","","St John of God Berwick Hospital","Private","","1693732734741x521225295985096900","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908724x830427707122975100"
"","Corner Ellesmere Rd & Thirlmere Road, Mount Lawley WA 6050","","St John of God Mt Lawley Hospital","Private","","1693732734889x265437363893469500","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908724x964143500991247700"
"","245 McCullough St, Sunnybank QLD 4109","","Sunnybank Private Hospital","Private","","1693732734001x429596446447981300","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908726x192039887044217920"
"","40 The Avenue, Windsor VIC 3181","","The Avenue Private Hospital","Private","","1693732734145x440705565798573250","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908726x240265413989639600"
"","262 Main St, Mornington VIC 3931","","The Bays Hospital - Mornington","Private","","1693732734289x355764722688713700","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908726x292285340029965200"
"","40 Bigge St, Liverpool NSW 2170","","Sydney Southwest Private Hospital","Private","","1693732734446x161892135687808700","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908726x324504726071963140"
"","120 Kensington Rd, Toorak Gardens SA 5065","","The Burnside War Memorial Hospital","Private","","1693732733845x502334067817392640","1676964822585x347048757378232160","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908727x355884930254000100"
"","42 Fairfax Rd, Warners Bay NSW 2282","","Warners Bay Private Hospital","Private","","1693732733382x953603057753713500","1676964822585x347048757378232160","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908728x129669407900046000"
"","343-357 Blackburn Rd, Mount Waverley VIC 3149","","Waverley Private Hospital","Private","","1693732733541x472750126724985600","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908728x724833156432931800"
"","1-9 Marion St, Footscray VIC 3011","","Western Private Hospital","Private","","1693732733697x516961994076781600","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908728x921100654681686700"
"","28 Hislop Rd, Attadale WA 6156","","Attadale Private Hospital","Private","","1693732732633x804613318950275300","1676964822585x708987829409945600","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908729x159947929295605630"
"","25 Queenslea Dr, Claremont WA 6010","","Bethesda Hospital","Private","","1693732732777x823198321969132200","1676964822585x708987829409945600","","","","WA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908729x202303792865381020"
"","11 Lorraine Ave, Berkeley Vale NSW 2261","","Berkeley Vale Private Hospital","Private","","1693732732929x416669033191777300","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908729x815359970619034600"
"","198 Canterbury Rd, Blackburn VIC 3130","","Bellbird Private Hospital","Private","","1693732733079x181200664839282340","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908729x829743634599125100"
"","McKean St, Caboolture QLD 4510","","Caboolture Private Hospital","Private","","1693732733229x797292442690814100","1676964822585x708987829409945600","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908729x846540359678214800"
"","2 West Terrace, Caloundra QLD 4551","","Caloundra Private Clinic","Private","","1693732732331x978921773952007800","1676964822585x708987829409945600","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908730x151367402512775800"
"","25/37 Jarvis Rd, Elizabeth Vale SA 5112","","Calvary Central Districts Hospital","Private","","1693732732484x658103071926849900","1676964822585x708987829409945600","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908730x584476282744830800"
"","169 Seventeen Mile Rocks Rd, Oxley QLD 4075","","Canossa Private Hospital","Private","","1693732731979x216269136775483870","1676964822585x708987829409945600","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908731x240509012417910560"
"","Castle Rd, Cottingham HU16 5JQ, United Kingdom","","Castle Hill Hospital","Private","","1693732732133x748948294960131300","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908731x900662313887519100"
"","150 Edinburgh Rd, Castlecrag NSW 2068","","Castlecrag Private Hospital","Private","","1693732731237x831555725913450800","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908732x284525344073664580"
"","209 Cotham Rd, Kew VIC 3101","","Cotham Private Hospital","Private","","1693732731385x258138730176243460","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908732x583394323749360000"
"","246 Clayton Rd, Clayton VIC 3168","","Como Private Hospital","Private","","1693732731537x524905120550485570","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908732x590238836300800600"
"","58 Quirk St, Dee Why NSW 2099","","Delmar Private Hospital","Private","","1693732731689x129907715956048000","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908732x780816748274691300"
"","","","Dalcross Adventist Hospital","Private","","1693732731833x488901740775782300","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908732x803646184495736300"
"","","","Essendon Private Hospital","Private","","1693732730789x932760225740366800","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908733x269863890916602900"
"","5 Farrell St, Glenelg South SA 5045","","Glenelg Community Hospital","Private","","1693732730939x811559017514437400","1676964822585x708987829409945600","","","","SA","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908733x534252902396025400"
"","29 Simpson St, East Melbourne VIC 3002","","Epworth Cliveden","Private","","1693732731089x803897813203113000","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908733x898858180392937600"
"","9 Mount St, Hunters Hill NSW 2110","","Hunters Hill Private Hospital","Private","","1693732730485x422258044572801000","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908738x126977210622462700"
"","123 Chetwynd Rd, Guildford NSW 2161","","Holroyd Private Hospital","Private","","1693732730641x843383500361456900","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908738x608233872845205300"
"","12 Linacre Rd, Hampton VIC 3188","","Linacre Private Hospital","Private","","1693732729729x169826884541715900","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908739x190506494254957920"
"","45-47 Kenneth St, Longueville NSW 2066","","Longueville Private Hospital","Private","","1693732729883x829500145202797700","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908739x401149957432498600"
"","14/5 Innovation Pkwy, Birtinya QLD 4575","","Kawana Private Hospital","Private","","1693732730038x615107512043532900","1676964822585x708987829409945600","","","","QLD","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908739x659850744796737000"
"","37 Gloucester Rd, Hurstville NSW 2220","","Hurstville Private","Private","","1693732730185x908463625390727000","1676964822585x708987829409945600","","","","NSW","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908739x706915928014366000"
"","Plenty Road, Cnr Kingsbury Dr, Bundoora VIC 3083","","La Trobe Private Hospital","Private","","1693732730337x880399060721341800","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908739x833722685226099500"
"","26 Balaclava Rd, St Kilda East VIC 3183","","Masada Private Hospital","Private","","1693732729268x290344842010725950","1676964822585x708987829409945600","","","","VIC","","Feb 21, 2023 6:35 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676964908740x517853656376995300"
